0;0;0;0;land;false;unknown;0
1;206;167;167;land;false;hills;1
2;253;201;58;land;false;plains;1
3;175;228;126;land;false;plains;1
4;203;153;238;land;false;plains;1
5;78;236;216;land;false;hills;1
6;188;222;221;land;false;desert;1
7;209;216;219;land;true;desert;1
8;165;243;222;land;false;desert;1
9;183;222;215;land;false;forest;1
10;245;223;231;land;false;forest;1
11;143;205;162;land;false;desert;1
12;235;96;181;land;false;plains;1
13;189;177;167;land;false;desert;1
14;208;248;100;land;false;desert;1
15;221;208;96;land;false;forest;1
16;245;219;89;land;false;plains;1
17;164;180;187;land;false;desert;1
18;248;120;155;land;false;plains;1
19;210;169;199;land;false;forest;1
20;252;248;3;land;false;hills;1
21;191;150;193;land;false;forest;1
22;238;173;155;land;false;forest;1
23;222;211;139;land;false;plains;1
24;246;52;242;land;true;hills;1
25;224;133;147;land;false;forest;1
26;245;206;116;land;false;forest;1
27;221;69;213;land;false;plains;1
28;203;254;153;land;false;forest;1
29;156;178;191;land;false;forest;1
30;183;179;226;land;true;marsh;1
31;229;233;145;land;false;desert;1
32;140;131;251;land;false;plains;1
33;185;159;194;land;false;forest;1
34;172;180;210;land;false;plains;1
35;73;220;216;land;false;desert;1
36;202;165;205;land;false;plains;1
37;243;218;216;land;false;forest;1
38;200;98;216;land;false;plains;1
39;200;238;147;land;false;plains;1
40;245;54;224;land;true;plains;1
41;194;225;121;land;false;plains;1
42;214;66;246;land;false;plains;1
43;247;184;229;land;false;hills;1
44;107;234;201;land;false;forest;1
45;205;247;49;land;false;hills;1
46;195;199;122;land;false;plains;1
47;228;158;253;land;false;forest;1
48;207;254;53;land;false;plains;1
49;224;39;251;land;false;desert;1
50;200;253;108;land;false;forest;1
51;195;197;213;land;false;desert;1
52;218;139;245;land;false;forest;1
53;213;155;253;land;false;desert;1
54;195;234;94;land;false;hills;1
55;199;217;186;land;false;plains;1
56;111;162;239;land;false;hills;1
57;71;245;219;land;false;forest;1
58;186;216;244;land;false;plains;1
59;79;226;205;land;false;forest;1
60;247;225;43;land;false;hills;1
61;202;245;243;land;false;forest;1
62;246;136;209;land;false;forest;1
63;123;252;250;land;false;plains;1
64;113;212;247;land;false;forest;1
65;219;165;187;land;false;plains;1
66;185;135;239;land;false;plains;1
67;206;220;104;land;false;desert;1
68;189;146;219;land;false;forest;1
69;212;210;102;land;false;desert;1
70;214;150;151;land;false;plains;1
71;252;237;209;land;false;plains;1
72;241;136;246;land;false;desert;1
73;155;193;240;land;false;plains;1
74;72;251;193;land;false;desert;1
75;210;246;124;land;false;hills;1
76;242;129;254;land;false;forest;1
77;245;53;214;land;true;plains;1
78;179;148;183;land;false;desert;1
79;187;200;117;land;false;desert;1
80;174;130;214;land;false;forest;1
81;201;113;232;land;false;forest;1
82;222;121;163;land;false;plains;1
83;247;227;126;land;false;plains;1
84;212;162;152;land;true;forest;1
85;52;232;230;land;false;plains;1
86;158;225;158;land;false;plains;1
87;186;238;86;land;false;forest;1
88;166;247;212;land;false;plains;1
89;207;172;144;land;false;plains;1
90;181;136;249;land;false;forest;1
91;97;166;243;land;false;desert;1
92;187;237;161;land;false;plains;1
93;180;217;239;land;false;plains;1
94;161;254;109;land;false;desert;1
95;191;246;109;land;false;plains;1
96;227;174;161;land;false;plains;1
97;184;176;215;land;false;plains;1
98;185;216;247;land;true;plains;1
99;94;233;229;land;false;desert;1
100;200;186;185;land;false;forest;1
101;148;203;241;land;false;desert;1
102;247;229;197;land;false;plains;1
103;140;210;177;land;false;plains;1
104;142;167;244;land;false;forest;1
105;167;198;209;land;false;plains;1
106;231;88;204;land;false;plains;1
107;133;184;234;land;false;desert;1
108;76;229;212;land;false;desert;1
109;105;177;240;land;false;plains;1
110;75;238;234;land;false;desert;1
111;96;246;186;land;false;forest;1
112;158;171;218;land;false;plains;1
113;183;187;148;land;false;plains;1
114;248;102;158;land;false;plains;1
115;234;232;125;land;false;desert;1
116;232;153;181;land;true;urban;1
117;193;160;154;land;false;forest;1
118;224;189;151;land;false;plains;1
119;213;105;190;land;true;plains;1
120;126;176;220;land;false;forest;1
121;251;54;252;land;false;desert;1
122;218;254;39;land;false;forest;1
123;198;143;222;land;false;plains;1
124;167;164;246;land;false;forest;1
125;241;200;188;land;false;desert;1
126;219;39;251;land;false;plains;1
127;142;201;227;land;false;plains;1
128;80;243;178;land;false;desert;1
129;143;199;186;land;false;plains;1
130;148;238;183;land;false;desert;1
131;138;249;127;land;false;mountain;1
132;160;228;238;land;false;plains;1
133;119;168;242;land;false;plains;1
134;202;136;181;land;false;forest;1
135;211;192;234;land;true;hills;1
136;245;253;103;land;false;mountain;1
137;221;192;90;land;false;plains;1
138;205;198;204;land;false;desert;1
139;237;173;176;land;false;desert;1
140;253;31;247;land;false;plains;1
141;100;168;248;land;false;plains;1
142;108;254;254;land;false;desert;1
143;119;175;209;land;false;plains;1
144;209;179;212;land;false;plains;1
145;73;199;230;land;false;plains;1
146;145;254;224;land;false;plains;1
147;224;134;197;land;false;desert;1
148;249;142;165;land;false;forest;1
149;199;239;172;land;false;forest;1
150;227;192;108;land;false;forest;1
151;102;218;205;land;false;plains;1
152;202;128;183;land;false;plains;1
153;250;169;213;land;false;forest;1
154;220;220;150;land;false;forest;1
155;205;188;204;land;false;desert;1
156;159;208;197;land;false;forest;1
157;176;221;196;land;false;desert;1
158;38;239;237;land;false;plains;1
159;225;112;172;land;false;hills;1
160;115;206;246;land;false;forest;1
161;118;253;251;land;true;forest;1
162;127;240;135;land;false;desert;1
163;236;53;240;land;false;plains;1
164;159;211;206;land;false;plains;1
165;99;246;160;land;false;forest;1
166;244;243;34;land;false;hills;1
167;246;171;164;land;false;forest;1
168;205;201;203;land;false;forest;1
169;156;252;134;land;false;mountain;1
170;80;218;236;land;false;plains;1
171;43;225;247;land;false;forest;1
172;243;194;244;land;false;forest;1
173;150;181;174;land;false;hills;1
174;170;240;248;land;false;forest;1
175;81;203;218;land;false;plains;1
176;223;196;85;land;false;mountain;1
177;224;168;164;land;false;desert;1
178;190;250;65;land;false;plains;1
179;126;173;252;land;false;plains;1
180;61;252;208;land;false;desert;1
181;154;162;191;land;false;mountain;1
182;194;200;113;land;false;plains;1
183;175;106;234;land;false;plains;1
184;206;218;254;land;false;plains;1
185;202;178;189;land;false;plains;1
186;196;226;83;land;true;forest;1
187;158;238;143;land;false;plains;1
188;228;219;56;land;true;plains;1
189;250;223;161;land;true;urban;1
190;243;193;71;land;false;desert;1
191;177;220;186;land;false;desert;1
192;157;168;176;land;false;desert;1
193;207;141;221;land;false;desert;1
194;210;216;195;land;false;forest;1
195;254;238;53;land;false;mountain;1
196;236;56;217;land;false;plains;1
197;158;230;164;land;false;desert;1
198;233;225;205;land;false;plains;1
199;249;226;143;land;false;forest;1
200;233;230;242;land;true;forest;1
201;157;154;246;land;false;plains;1
202;206;145;202;land;false;plains;1
203;210;116;205;land;false;plains;1
204;228;91;205;land;false;plains;1
205;253;253;61;land;false;plains;1
206;220;91;234;land;false;plains;1
207;152;208;156;land;false;forest;1
208;240;185;194;land;false;plains;1
209;174;167;205;land;false;plains;1
210;168;158;187;land;false;plains;1
211;74;237;211;land;false;forest;1
212;169;150;238;land;false;forest;1
213;156;211;169;land;false;desert;1
214;184;208;233;land;false;forest;1
215;209;144;168;land;false;plains;1
216;245;142;181;land;false;desert;1
217;204;111;243;land;false;plains;1
218;159;242;148;land;false;hills;1
219;229;137;218;land;false;plains;1
220;176;182;179;land;false;forest;1
221;230;208;215;land;false;desert;1
222;250;237;14;land;false;plains;1
223;145;153;224;land;false;plains;1
224;231;241;128;land;false;plains;1
225;217;186;185;land;false;desert;1
226;147;155;252;land;false;plains;1
227;150;215;214;land;false;desert;1
228;229;138;203;land;false;desert;1
229;127;201;209;land;false;plains;1
230;208;236;199;land;false;urban;1
231;189;235;132;land;false;plains;1
232;116;225;245;land;false;desert;1
233;240;215;51;land;false;forest;1
234;221;173;240;land;false;forest;1
235;165;187;241;land;false;plains;1
236;227;135;142;land;false;plains;1
237;224;183;134;land;false;desert;1
238;227;170;118;land;false;desert;1
239;247;196;199;land;false;forest;1
240;176;136;252;land;false;plains;1
241;251;183;154;land;false;plains;1
242;218;74;244;land;false;forest;1
243;227;183;243;land;false;plains;1
244;251;105;150;land;true;plains;1
245;221;226;122;land;false;hills;1
246;94;209;199;land;false;plains;1
247;50;207;251;land;false;desert;1
248;224;208;231;land;false;plains;1
249;237;129;216;land;false;desert;1
250;71;223;225;land;false;forest;1
251;242;254;101;land;false;forest;1
252;234;109;251;land;false;plains;1
253;253;48;241;land;false;desert;1
254;117;238;175;land;false;desert;1
255;238;221;181;land;false;plains;1
256;201;137;170;land;true;forest;1
257;91;239;251;land;false;plains;1
258;220;217;90;land;false;mountain;1
259;146;221;164;land;true;forest;1
260;178;196;152;land;false;plains;1
261;183;145;197;land;false;plains;1
262;245;147;192;land;false;forest;1
263;220;176;246;land;true;hills;1
264;227;252;62;land;false;desert;1
265;251;224;58;land;false;desert;1
266;165;224;199;land;false;forest;1
267;177;177;250;land;false;desert;1
268;132;209;171;land;false;desert;1
269;138;205;185;land;false;desert;1
270;150;214;143;land;false;desert;1
271;239;248;104;land;false;forest;1
272;230;192;222;land;false;forest;1
273;81;245;178;land;false;desert;1
274;166;218;126;land;false;forest;1
275;163;208;249;land;false;desert;1
276;221;132;221;land;false;forest;1
277;247;212;156;land;false;plains;1
278;173;212;175;land;false;desert;1
279;239;252;120;land;false;desert;1
280;204;253;251;land;false;forest;1
281;236;234;208;land;false;mountain;1
282;213;100;235;land;false;forest;1
283;161;217;199;land;false;forest;1
284;228;147;128;land;false;forest;1
285;165;142;197;land;false;forest;1
286;202;200;217;land;false;plains;1
287;163;194;145;land;false;mountain;1
288;175;244;235;land;false;desert;1
