1;arms_factory;2526.00;10.53;2798.00;5.15;0
1;arms_factory;349.00;11.40;68.00;2.98;0
1;arms_factory;3898.00;10.45;1926.00;4.54;0
1;arms_factory;3993.00;10.60;2070.00;0.92;0
1;arms_factory;2608.00;10.60;2129.00;3.59;0
1;arms_factory;649.00;12.10;245.00;1.43;0
1;industrial_complex;3231.00;10.75;917.00;1.53;0
1;industrial_complex;3756.00;10.60;2916.00;5.65;0
1;industrial_complex;3187.00;10.50;2897.00;2.04;0
1;industrial_complex;3805.00;11.30;491.00;4.70;0
1;industrial_complex;335.00;11.40;89.00;6.26;0
1;industrial_complex;3904.00;10.50;1943.00;4.10;0
1;air_base;2406.00;10.48;2515.00;0.48;0
1;naval_base;422.00;10.73;613.00;-4.39;18460
1;naval_base;387.00;9.85;2934.00;-4.35;18183
1;naval_base;468.00;10.10;686.00;0.46;18982
1;naval_base;722.00;10.35;2096.00;-0.32;18139
1;naval_base;3118.00;10.20;19.00;-4.25;19022
1;naval_base;867.00;10.20;2031.00;1.19;18619
1;naval_base;1625.00;9.82;913.00;-0.20;18954
1;naval_base;1193.00;9.90;2223.00;-1.36;17947
1;naval_base;1419.00;10.20;1890.00;-1.70;18894
1;naval_base;2354.00;10.45;1094.00;-3.61;17649
1;naval_base;1766.00;9.80;2421.00;-1.75;18870
1;naval_base;2810.00;9.50;716.00;1.33;17896
1;naval_base;2769.00;9.50;1589.00;-0.46;18345
1;naval_base;232.00;9.82;508.00;-2.28;17793
1;naval_base;1539.00;9.57;1242.00;-2.09;18937
1;naval_base;576.00;10.15;2045.00;-2.74;17598
1;naval_base;2103.00;9.82;2954.00;-0.08;18846
1;naval_base;2411.00;10.55;762.00;0.24;17497
1;naval_base;2711.00;10.25;1232.00;-3.09;18936
1;naval_base;1306.00;10.10;1889.00;-1.25;18094
1;naval_base;556.00;10.10;559.00;-3.46;18806
1;naval_base;4056.00;10.10;584.00;-3.97;18031
1;naval_base;2226.00;9.55;2646.00;0.17;17606
1;naval_base;1581.00;10.10;2058.00;0.35;17634
1;naval_base;1332.00;10.70;857.00;1.47;18492
1;naval_base;3649.00;9.80;1695.00;-0.67;18508
1;naval_base;1428.00;9.50;1035.00;-0.34;17967
1;naval_base;3701.00;9.50;1677.00;-0.04;18620
1;naval_base;1653.00;9.50;1150.00;-0.79;18617
1;naval_base;3283.00;9.50;1895.00;0.97;17973
1;naval_base;671.00;10.25;1786.00;-1.11;18650
1;naval_base;2338.00;10.35;331.00;-4.14;17533
